transaction_id,created_at,country,amount,psp_name,routing_region,payment_method,auth_status,decline_code
2269,2024/4/4 12:00,IN,67.8,Adyen,EU,VISA,Declined,201
2270,2024/4/4 13:00,BR,127.29,Checkout,EU,PIX,Approved,
2271,2024/4/4 14:00,IN,43.84,Stripe,APAC,VISA,Approved,
2272,2024/4/4 15:00,BR,129.68,Adyen,EU,PIX,Declined,5
2273,2024/4/4 16:00,BR,240.78,Checkout,NA,PIX,Declined,59
2274,2024/4/4 17:00,US,72.4,Checkout,APAC,MASTERCARD,Approved,
2275,2024/4/4 18:00,DE,96.46,Adyen,EU,MASTERCARD,Approved,
2276,2024/4/4 19:00,US,231.01,Stripe,NA,MASTERCARD,Approved,
2277,2024/4/4 20:00,US,141.59,Adyen,NA,MASTERCARD,Declined,14
2278,2024/4/4 21:00,BR,45.11,Checkout,APAC,VISA,Declined,14
2279,2024/4/4 22:00,US,253.53,Adyen,APAC,MASTERCARD,Declined,14
2280,2024/4/4 23:00,IN,94.83,Checkout,EU,VISA,Approved,
2281,2024/4/5 00:00,IN,49.7,Stripe,EU,VISA,Declined,51
2282,2024/4/5 01:00,BR,16.72,Adyen,APAC,PIX,Approved,
2283,2024/4/5 02:00,BR,44.31,Stripe,APAC,VISA,Approved,
2284,2024/4/5 03:00,IN,91.81,Adyen,NA,UPI,Approved,
2285,2024/4/5 04:00,IN,34.21,Checkout,EU,UPI,Approved,
2286,2024/4/5 05:00,IN,39.24,Stripe,NA,UPI,Approved,
2287,2024/4/5 06:00,DE,198.52,Checkout,APAC,MASTERCARD,Declined,14
2288,2024/4/5 07:00,BR,95.98,Adyen,APAC,PIX,Declined,14
2289,2024/4/5 08:00,BR,19.91,Checkout,APAC,VISA,Declined,59
2290,2024/4/5 09:00,IN,133.76,Adyen,EU,UPI,Approved,
2291,2024/4/5 10:00,US,10.39,Stripe,APAC,VISA,Approved,
2292,2024/4/5 11:00,IN,91.8,Checkout,APAC,UPI,Approved,
2293,2024/4/5 12:00,IN,83.43,Checkout,EU,UPI,Approved,
2294,2024/4/5 13:00,BR,334.12,Adyen,APAC,VISA,Approved,
2295,2024/4/5 14:00,IN,166.51,Adyen,EU,VISA,Declined,5
2296,2024/4/5 15:00,IN,79.97,Adyen,APAC,UPI,Approved,
2297,2024/4/5 16:00,IN,149.07,Stripe,EU,UPI,Approved,
2298,2024/4/5 17:00,IN,11.57,Checkout,EU,UPI,Approved,
2299,2024/4/5 18:00,IN,82.71,Adyen,EU,VISA,Declined,14
2300,2024/4/5 19:00,BR,47.9,Adyen,EU,PIX,Approved,
2301,2024/4/5 20:00,SG,90.18,Checkout,NA,VISA,Approved,
2302,2024/4/5 21:00,US,9.89,Stripe,EU,VISA,Declined,51
2303,2024/4/5 22:00,BR,131.14,Checkout,EU,VISA,Approved,
2304,2024/4/5 23:00,IN,114.48,Adyen,EU,UPI,Declined,59
2305,2024/4/6 00:00,DE,170.29,Checkout,EU,VISA,Approved,
2306,2024/4/6 01:00,BR,57.58,Adyen,APAC,VISA,Approved,
2307,2024/4/6 02:00,IN,134.71,Adyen,APAC,VISA,Approved,
2308,2024/4/6 03:00,US,267.93,Checkout,EU,MASTERCARD,Declined,51
2309,2024/4/6 04:00,IN,64.96,Checkout,EU,UPI,Declined,14
2310,2024/4/6 05:00,BR,23.13,Stripe,NA,PIX,Approved,
2311,2024/4/6 06:00,BR,128.9,Adyen,EU,VISA,Approved,
2312,2024/4/6 07:00,SG,60.39,Adyen,EU,VISA,Approved,
2313,2024/4/6 08:00,BR,32.64,Adyen,EU,PIX,Declined,51
2314,2024/4/6 09:00,US,38.91,Adyen,APAC,VISA,Approved,
2315,2024/4/6 10:00,DE,19.8,Adyen,EU,MASTERCARD,Declined,14
2316,2024/4/6 11:00,IN,32.76,Checkout,EU,VISA,Approved,
2317,2024/4/6 12:00,IN,108.4,Adyen,NA,VISA,Declined,14
2318,2024/4/6 13:00,BR,111.36,Checkout,APAC,PIX,Approved,
2319,2024/4/6 14:00,BR,42.41,Stripe,NA,PIX,Approved,
2320,2024/4/6 15:00,BR,323.1,Adyen,EU,PIX,Approved,
2321,2024/4/6 16:00,DE,88.8,Stripe,NA,VISA,Declined,51
2322,2024/4/6 17:00,US,103.46,Checkout,EU,MASTERCARD,Declined,5
2323,2024/4/6 18:00,US,119.9,Checkout,EU,VISA,Approved,
2324,2024/4/6 19:00,BR,44.68,Stripe,APAC,PIX,Approved,
2325,2024/4/6 20:00,SG,154.79,Adyen,NA,MASTERCARD,Approved,
2326,2024/4/6 21:00,DE,17.23,Checkout,EU,VISA,Approved,
2327,2024/4/6 22:00,SG,29.34,Checkout,NA,MASTERCARD,Declined,51
2328,2024/4/6 23:00,IN,45.04,Checkout,APAC,VISA,Approved,
2329,2024/4/7 00:00,US,96.5,Checkout,EU,MASTERCARD,Approved,
2330,2024/4/7 01:00,IN,24.76,Checkout,APAC,VISA,Approved,
2331,2024/4/7 02:00,IN,27.08,Checkout,NA,VISA,Declined,14
2332,2024/4/7 03:00,IN,213.7,Stripe,NA,UPI,Approved,
2333,2024/4/7 04:00,US,195.42,Adyen,NA,VISA,Approved,
2334,2024/4/7 05:00,US,23.74,Adyen,EU,MASTERCARD,Approved,
2335,2024/4/7 06:00,IN,41.35,Adyen,EU,UPI,Approved,
2336,2024/4/7 07:00,BR,78.43,Adyen,EU,VISA,Declined,59
2337,2024/4/7 08:00,BR,125.08,Stripe,APAC,PIX,Approved,
2338,2024/4/7 09:00,BR,56.67,Stripe,NA,PIX,Approved,
2339,2024/4/7 10:00,IN,51.09,Adyen,NA,UPI,Approved,
2340,2024/4/7 11:00,BR,179.35,Checkout,NA,PIX,Approved,
2341,2024/4/7 12:00,SG,44.83,Adyen,APAC,MASTERCARD,Approved,
2342,2024/4/7 13:00,IN,64.55,Checkout,EU,VISA,Approved,
2343,2024/4/7 14:00,IN,116.53,Checkout,APAC,UPI,Approved,
2344,2024/4/7 15:00,BR,120.16,Stripe,NA,VISA,Approved,
2345,2024/4/7 16:00,DE,111.43,Checkout,NA,VISA,Approved,
2346,2024/4/7 17:00,US,106.72,Stripe,APAC,MASTERCARD,Approved,
2347,2024/4/7 18:00,US,96.9,Adyen,EU,MASTERCARD,Declined,5
2348,2024/4/7 19:00,BR,67.85,Stripe,EU,PIX,Approved,
2349,2024/4/7 20:00,US,154.58,Checkout,NA,VISA,Approved,
2350,2024/4/7 21:00,IN,124.58,Checkout,APAC,VISA,Declined,5
2351,2024/4/7 22:00,US,49.9,Checkout,EU,MASTERCARD,Declined,5
2352,2024/4/7 23:00,DE,65.72,Adyen,APAC,MASTERCARD,Declined,51
2353,2024/4/8 00:00,US,26.82,Stripe,NA,MASTERCARD,Approved,
2354,2024/4/8 01:00,SG,55.76,Adyen,NA,MASTERCARD,Approved,
2355,2024/4/8 02:00,US,30.27,Stripe,NA,VISA,Approved,
2356,2024/4/8 03:00,IN,157.57,Adyen,NA,VISA,Approved,
2357,2024/4/8 04:00,DE,368.85,Adyen,EU,VISA,Approved,
2358,2024/4/8 05:00,IN,27.97,Checkout,NA,UPI,Declined,59
2359,2024/4/8 06:00,BR,71.24,Adyen,EU,VISA,Declined,5
2360,2024/4/8 07:00,IN,62.43,Adyen,EU,UPI,Approved,
2361,2024/4/8 08:00,IN,8.62,Stripe,APAC,UPI,Declined,201
2362,2024/4/8 09:00,BR,46.48,Adyen,NA,VISA,Approved,
2363,2024/4/8 10:00,IN,260.94,Checkout,EU,UPI,Approved,
2364,2024/4/8 11:00,BR,91.7,Adyen,APAC,VISA,Declined,5
2365,2024/4/8 12:00,US,72.15,Stripe,APAC,MASTERCARD,Approved,
2366,2024/4/8 13:00,IN,30.7,Stripe,NA,UPI,Approved,
2367,2024/4/8 14:00,IN,142.93,Adyen,NA,UPI,Approved,
2368,2024/4/8 15:00,US,53.93,Adyen,APAC,MASTERCARD,Declined,59
2369,2024/4/8 16:00,BR,44.03,Stripe,EU,PIX,Declined,59
2370,2024/4/8 17:00,US,133.02,Checkout,NA,VISA,Approved,
2371,2024/4/8 18:00,US,71.69,Adyen,APAC,MASTERCARD,Approved,
2372,2024/4/8 19:00,SG,35.08,Checkout,APAC,MASTERCARD,Approved,
2373,2024/4/8 20:00,US,140.8,Checkout,EU,VISA,Approved,
2374,2024/4/8 21:00,BR,89.32,Adyen,EU,VISA,Declined,51
2375,2024/4/8 22:00,US,141.97,Checkout,APAC,MASTERCARD,Approved,
2376,2024/4/8 23:00,IN,74.55,Stripe,EU,UPI,Approved,
2377,2024/4/9 00:00,BR,387.55,Checkout,NA,VISA,Declined,14
2378,2024/4/9 01:00,SG,16.53,Stripe,APAC,VISA,Approved,
2379,2024/4/9 02:00,BR,359,Adyen,EU,PIX,Approved,
2380,2024/4/9 03:00,SG,50.1,Checkout,EU,MASTERCARD,Approved,
2381,2024/4/9 04:00,SG,17.55,Stripe,EU,MASTERCARD,Approved,
2382,2024/4/9 05:00,SG,95.7,Stripe,EU,VISA,Approved,
2383,2024/4/9 06:00,DE,178.67,Adyen,APAC,MASTERCARD,Approved,
2384,2024/4/9 07:00,BR,110.69,Checkout,EU,PIX,Approved,
2385,2024/4/9 08:00,BR,13.63,Stripe,NA,PIX,Approved,
2386,2024/4/9 09:00,US,15.49,Stripe,NA,VISA,Approved,
2387,2024/4/9 10:00,BR,19.24,Adyen,APAC,PIX,Declined,51
2388,2024/4/9 11:00,US,46.27,Checkout,APAC,VISA,Declined,14
2389,2024/4/9 12:00,US,22.54,Checkout,NA,MASTERCARD,Approved,
2390,2024/4/9 13:00,US,65.39,Stripe,NA,VISA,Approved,
2391,2024/4/9 14:00,BR,11.02,Checkout,APAC,PIX,Approved,
2392,2024/4/9 15:00,IN,68.94,Checkout,NA,VISA,Approved,
2393,2024/4/9 16:00,BR,106.4,Checkout,NA,PIX,Approved,
2394,2024/4/9 17:00,IN,178.39,Checkout,APAC,VISA,Approved,
2395,2024/4/9 18:00,SG,94.43,Checkout,APAC,VISA,Approved,
2396,2024/4/9 19:00,BR,205.05,Checkout,EU,PIX,Approved,
2397,2024/4/9 20:00,IN,94.56,Checkout,EU,VISA,Declined,59
2398,2024/4/9 21:00,IN,26.16,Stripe,NA,UPI,Approved,
2399,2024/4/9 22:00,US,60.07,Stripe,APAC,VISA,Approved,
2400,2024/4/9 23:00,US,44.22,Checkout,EU,VISA,Declined,51
2401,2024/4/10 00:00,BR,84.96,Checkout,NA,PIX,Approved,
2402,2024/4/10 01:00,IN,7.77,Adyen,NA,VISA,Approved,
2403,2024/4/10 02:00,BR,192.4,Stripe,NA,PIX,Approved,
2404,2024/4/10 03:00,BR,129.1,Adyen,NA,PIX,Approved,
2405,2024/4/10 04:00,US,79.57,Stripe,APAC,VISA,Approved,
2406,2024/4/10 05:00,US,374.57,Adyen,NA,VISA,Approved,
2407,2024/4/10 06:00,BR,259.21,Adyen,EU,VISA,Approved,
2408,2024/4/10 07:00,IN,120.41,Adyen,APAC,VISA,Declined,201
2409,2024/4/10 08:00,DE,82.08,Stripe,NA,VISA,Approved,
2410,2024/4/10 09:00,BR,65.1,Stripe,EU,PIX,Approved,
2411,2024/4/10 10:00,US,61.16,Checkout,EU,VISA,Approved,
2412,2024/4/10 11:00,IN,42.95,Stripe,APAC,UPI,Approved,
2413,2024/4/10 12:00,BR,43.2,Stripe,APAC,PIX,Approved,
2414,2024/4/10 13:00,IN,75.98,Stripe,APAC,UPI,Approved,
2415,2024/4/10 14:00,BR,169.37,Stripe,EU,VISA,Approved,
2416,2024/4/10 15:00,DE,75.29,Checkout,EU,VISA,Approved,
2417,2024/4/10 16:00,BR,21.43,Checkout,NA,VISA,Approved,
2418,2024/4/10 17:00,IN,62.46,Stripe,APAC,UPI,Approved,
2419,2024/4/10 18:00,IN,33.13,Adyen,APAC,VISA,Declined,59
2420,2024/4/10 19:00,BR,226.85,Adyen,APAC,VISA,Declined,51
2421,2024/4/10 20:00,IN,8.54,Stripe,APAC,UPI,Approved,
2422,2024/4/10 21:00,IN,81.25,Checkout,EU,VISA,Approved,
2423,2024/4/10 22:00,SG,30.14,Adyen,APAC,VISA,Approved,
2424,2024/4/10 23:00,BR,65.04,Checkout,EU,VISA,Approved,
2425,2024/4/11 00:00,IN,80.27,Checkout,EU,VISA,Declined,14
2426,2024/4/11 01:00,DE,147.94,Adyen,APAC,VISA,Approved,
2427,2024/4/11 02:00,IN,56.16,Stripe,EU,VISA,Approved,
2428,2024/4/11 03:00,DE,78.41,Checkout,EU,VISA,Approved,
2429,2024/4/11 04:00,BR,193.4,Adyen,APAC,PIX,Declined,51
2430,2024/4/11 05:00,SG,193.04,Checkout,APAC,VISA,Approved,
2431,2024/4/11 06:00,US,314.94,Adyen,NA,VISA,Approved,
2432,2024/4/11 07:00,SG,35.35,Stripe,EU,MASTERCARD,Approved,
2433,2024/4/11 08:00,DE,318.37,Stripe,EU,VISA,Declined,51
2434,2024/4/11 09:00,IN,61.87,Stripe,NA,VISA,Approved,
2435,2024/4/11 10:00,DE,221.91,Checkout,NA,VISA,Approved,
2436,2024/4/11 11:00,BR,143.56,Stripe,APAC,VISA,Declined,14
2437,2024/4/11 12:00,BR,53.66,Stripe,NA,PIX,Approved,
2438,2024/4/11 13:00,BR,276.31,Stripe,APAC,PIX,Approved,
2439,2024/4/11 14:00,BR,205.92,Stripe,APAC,VISA,Approved,
2440,2024/4/11 15:00,IN,25.16,Adyen,APAC,VISA,Approved,
2441,2024/4/11 16:00,US,57.4,Adyen,EU,MASTERCARD,Approved,
2442,2024/4/11 17:00,BR,130.16,Checkout,EU,PIX,Approved,
2443,2024/4/11 18:00,SG,21,Adyen,APAC,VISA,Declined,59
2444,2024/4/11 19:00,SG,73.76,Adyen,NA,VISA,Approved,
2445,2024/4/11 20:00,BR,169.44,Adyen,EU,PIX,Approved,
2446,2024/4/11 21:00,BR,73.72,Adyen,EU,PIX,Approved,
2447,2024/4/11 22:00,IN,94.58,Adyen,NA,UPI,Declined,14
2448,2024/4/11 23:00,IN,160.62,Stripe,EU,UPI,Approved,
2449,2024/4/12 00:00,IN,110.99,Checkout,NA,VISA,Approved,
2450,2024/4/12 01:00,BR,73.27,Adyen,NA,VISA,Declined,59
2451,2024/4/12 02:00,IN,219.55,Adyen,EU,UPI,Approved,
2452,2024/4/12 03:00,DE,87.44,Checkout,NA,VISA,Approved,
2453,2024/4/12 04:00,US,80.33,Adyen,NA,VISA,Approved,
2454,2024/4/12 05:00,BR,216.87,Adyen,APAC,PIX,Approved,
2455,2024/4/12 06:00,US,114.19,Checkout,APAC,MASTERCARD,Approved,
2456,2024/4/12 07:00,IN,31.22,Stripe,EU,VISA,Approved,
2457,2024/4/12 08:00,BR,34.95,Stripe,NA,VISA,Declined,59
2458,2024/4/12 09:00,US,44.05,Checkout,EU,VISA,Approved,
2459,2024/4/12 10:00,BR,165.95,Stripe,EU,VISA,Declined,51
2460,2024/4/12 11:00,BR,153.69,Stripe,APAC,PIX,Approved,
2461,2024/4/12 12:00,DE,93.23,Stripe,NA,MASTERCARD,Declined,51
2462,2024/4/12 13:00,SG,35.38,Stripe,EU,VISA,Approved,
2463,2024/4/12 14:00,US,60.58,Adyen,EU,VISA,Declined,51
2464,2024/4/12 15:00,US,202.16,Checkout,APAC,VISA,Approved,
2465,2024/4/12 16:00,US,71.82,Stripe,APAC,VISA,Declined,59
2466,2024/4/12 17:00,IN,69.47,Stripe,APAC,UPI,Approved,
2467,2024/4/12 18:00,BR,47.15,Checkout,EU,VISA,Declined,59
2468,2024/4/12 19:00,IN,169.63,Adyen,NA,UPI,Approved,
2469,2024/4/12 20:00,BR,41.27,Stripe,APAC,VISA,Approved,
2470,2024/4/12 21:00,BR,139.06,Stripe,APAC,VISA,Approved,
2471,2024/4/12 22:00,IN,54.18,Adyen,NA,VISA,Approved,
2472,2024/4/12 23:00,DE,120.85,Checkout,EU,VISA,Approved,
2473,2024/4/13 00:00,DE,100.13,Stripe,EU,MASTERCARD,Declined,59
2474,2024/4/13 01:00,US,77.2,Stripe,NA,VISA,Approved,
2475,2024/4/13 02:00,BR,62.3,Checkout,APAC,PIX,Approved,
2476,2024/4/13 03:00,SG,107.95,Adyen,NA,MASTERCARD,Declined,14
2477,2024/4/13 04:00,IN,99.33,Checkout,EU,UPI,Approved,
2478,2024/4/13 05:00,SG,49.2,Stripe,EU,MASTERCARD,Declined,51
2479,2024/4/13 06:00,IN,183.12,Adyen,APAC,UPI,Declined,14
2480,2024/4/13 07:00,SG,156.1,Adyen,APAC,VISA,Approved,
2481,2024/4/13 08:00,IN,36.08,Adyen,NA,UPI,Approved,
2482,2024/4/13 09:00,SG,40.11,Checkout,EU,MASTERCARD,Declined,51
2483,2024/4/13 10:00,DE,12.47,Checkout,EU,MASTERCARD,Approved,
2484,2024/4/13 11:00,IN,145.44,Checkout,NA,UPI,Approved,
2485,2024/4/13 12:00,BR,64.57,Stripe,APAC,PIX,Approved,
2486,2024/4/13 13:00,DE,81.86,Checkout,EU,VISA,Approved,
2487,2024/4/13 14:00,BR,38.8,Adyen,EU,PIX,Approved,
2488,2024/4/13 15:00,SG,82,Stripe,APAC,MASTERCARD,Approved,
2489,2024/4/13 16:00,US,103.57,Stripe,EU,MASTERCARD,Approved,
2490,2024/4/13 17:00,BR,23.88,Stripe,APAC,VISA,Approved,
2491,2024/4/13 18:00,IN,101.88,Adyen,NA,UPI,Declined,14
2492,2024/4/13 19:00,IN,97.94,Checkout,APAC,UPI,Approved,
2493,2024/4/13 20:00,SG,209.95,Adyen,APAC,VISA,Approved,
2494,2024/4/13 21:00,BR,106.54,Checkout,NA,PIX,Approved,
2495,2024/4/13 22:00,BR,35.03,Stripe,EU,PIX,Approved,
2496,2024/4/13 23:00,BR,37.88,Stripe,EU,VISA,Declined,14
2497,2024/4/14 00:00,US,97,Adyen,APAC,VISA,Approved,
2498,2024/4/14 01:00,SG,62.96,Checkout,APAC,VISA,Approved,
2499,2024/4/14 02:00,DE,137.79,Stripe,NA,VISA,Approved,
2500,2024/4/14 03:00,BR,22.88,Adyen,NA,VISA,Approved,
2501,2024/4/14 04:00,SG,149.92,Adyen,EU,MASTERCARD,Approved,
2502,2024/4/14 05:00,SG,94.57,Checkout,EU,VISA,Approved,
2503,2024/4/14 06:00,US,213.53,Checkout,NA,MASTERCARD,Approved,
2504,2024/4/14 07:00,DE,75.42,Checkout,APAC,VISA,Approved,
2505,2024/4/14 08:00,IN,36.42,Stripe,NA,UPI,Approved,
2506,2024/4/14 09:00,IN,33.15,Adyen,EU,UPI,Approved,
2507,2024/4/14 10:00,SG,106.55,Checkout,APAC,VISA,Declined,5
2508,2024/4/14 11:00,BR,27.11,Adyen,NA,PIX,Approved,
2509,2024/4/14 12:00,SG,316.43,Stripe,EU,MASTERCARD,Approved,
2510,2024/4/14 13:00,SG,73.09,Stripe,APAC,VISA,Approved,
2511,2024/4/14 14:00,IN,229.13,Checkout,APAC,UPI,Approved,
2512,2024/4/14 15:00,SG,16.55,Stripe,APAC,VISA,Approved,
2513,2024/4/14 16:00,BR,4.78,Adyen,APAC,VISA,Approved,
2514,2024/4/14 17:00,BR,44.36,Adyen,APAC,VISA,Declined,14
2515,2024/4/14 18:00,US,111.58,Stripe,NA,VISA,Approved,
2516,2024/4/14 19:00,DE,90.4,Stripe,APAC,VISA,Approved,
2517,2024/4/14 20:00,IN,50.48,Stripe,NA,UPI,Approved,
2518,2024/4/14 21:00,BR,110.4,Adyen,APAC,PIX,Approved,
2519,2024/4/14 22:00,US,67.81,Stripe,EU,VISA,Approved,
2520,2024/4/14 23:00,US,27.94,Checkout,APAC,VISA,Approved,
2521,2024/4/15 00:00,US,252.61,Checkout,NA,MASTERCARD,Approved,
2522,2024/4/15 01:00,IN,4.28,Adyen,EU,UPI,Approved,
2523,2024/4/15 02:00,IN,100.41,Stripe,EU,VISA,Declined,59
2524,2024/4/15 03:00,BR,86.12,Stripe,NA,VISA,Approved,
2525,2024/4/15 04:00,SG,87.84,Stripe,EU,VISA,Approved,
2526,2024/4/15 05:00,IN,172.42,Checkout,NA,VISA,Declined,51
2527,2024/4/15 06:00,IN,32.26,Checkout,APAC,UPI,Approved,
2528,2024/4/15 07:00,DE,30.68,Checkout,APAC,MASTERCARD,Approved,
2529,2024/4/15 08:00,IN,172.73,Checkout,NA,UPI,Approved,
2530,2024/4/15 09:00,DE,128.81,Checkout,APAC,VISA,Approved,
2531,2024/4/15 10:00,US,220.46,Adyen,EU,VISA,Declined,59
2532,2024/4/15 11:00,SG,70.51,Adyen,APAC,VISA,Approved,
2533,2024/4/15 12:00,IN,68.7,Stripe,APAC,UPI,Approved,
2534,2024/4/15 13:00,IN,160.23,Stripe,EU,UPI,Declined,201
2535,2024/4/15 14:00,US,199.7,Checkout,EU,VISA,Approved,
2536,2024/4/15 15:00,SG,28.28,Stripe,APAC,MASTERCARD,Approved,
2537,2024/4/15 16:00,US,305.01,Adyen,APAC,VISA,Approved,
2538,2024/4/15 17:00,IN,57.11,Adyen,APAC,UPI,Declined,59
2539,2024/4/15 18:00,SG,99.69,Stripe,NA,VISA,Declined,59
2540,2024/4/15 19:00,SG,127.34,Checkout,NA,VISA,Approved,
2541,2024/4/15 20:00,US,175.7,Adyen,APAC,MASTERCARD,Approved,
2542,2024/4/15 21:00,SG,142.28,Stripe,APAC,VISA,Approved,
2543,2024/4/15 22:00,SG,89.38,Checkout,EU,MASTERCARD,Approved,
2544,2024/4/15 23:00,US,141.29,Stripe,APAC,VISA,Approved,
2545,2024/4/16 00:00,IN,62.48,Checkout,APAC,UPI,Approved,
2546,2024/4/16 01:00,BR,52.85,Checkout,NA,VISA,Approved,
2547,2024/4/16 02:00,IN,87.14,Adyen,NA,UPI,Approved,
2548,2024/4/16 03:00,BR,192.61,Adyen,NA,PIX,Approved,
2549,2024/4/16 04:00,BR,125.24,Stripe,EU,PIX,Approved,
2550,2024/4/16 05:00,IN,58.3,Stripe,APAC,UPI,Approved,
2551,2024/4/16 06:00,BR,79.01,Checkout,NA,PIX,Approved,
2552,2024/4/16 07:00,IN,165.95,Adyen,EU,UPI,Approved,
2553,2024/4/16 08:00,SG,103.3,Checkout,APAC,VISA,Approved,
2554,2024/4/16 09:00,DE,94.08,Checkout,APAC,MASTERCARD,Declined,5
2555,2024/4/16 10:00,IN,95.69,Checkout,EU,VISA,Declined,14
2556,2024/4/16 11:00,DE,29.79,Checkout,APAC,MASTERCARD,Approved,
2557,2024/4/16 12:00,BR,13.69,Checkout,EU,VISA,Declined,14
2558,2024/4/16 13:00,IN,179.5,Checkout,EU,VISA,Approved,
2559,2024/4/16 14:00,IN,86.66,Stripe,NA,VISA,Declined,14
2560,2024/4/16 15:00,BR,97.64,Adyen,EU,PIX,Approved,
2561,2024/4/16 16:00,SG,59.91,Adyen,NA,VISA,Approved,
2562,2024/4/16 17:00,US,223,Checkout,APAC,VISA,Approved,
2563,2024/4/16 18:00,IN,55.6,Checkout,NA,UPI,Approved,
2564,2024/4/16 19:00,IN,67.32,Checkout,EU,UPI,Approved,
2565,2024/4/16 20:00,BR,177,Adyen,NA,PIX,Approved,
2566,2024/4/16 21:00,IN,57.18,Adyen,APAC,UPI,Approved,
2567,2024/4/16 22:00,IN,98.75,Checkout,NA,VISA,Approved,
2568,2024/4/16 23:00,IN,24.27,Adyen,APAC,VISA,Approved,
2569,2024/4/17 00:00,SG,39.23,Checkout,EU,MASTERCARD,Approved,
2570,2024/4/17 01:00,DE,20.59,Checkout,NA,VISA,Declined,14
2571,2024/4/17 02:00,BR,89.93,Checkout,APAC,VISA,Declined,51
2572,2024/4/17 03:00,DE,94.41,Stripe,APAC,MASTERCARD,Approved,
2573,2024/4/17 04:00,BR,98.7,Adyen,NA,VISA,Approved,
2574,2024/4/17 05:00,BR,69.24,Adyen,NA,VISA,Approved,
2575,2024/4/17 06:00,IN,72.26,Adyen,NA,UPI,Approved,
2576,2024/4/17 07:00,US,48.74,Checkout,NA,VISA,Declined,59
2577,2024/4/17 08:00,DE,62.19,Stripe,NA,MASTERCARD,Approved,
2578,2024/4/17 09:00,US,25.59,Checkout,APAC,VISA,Declined,201
2579,2024/4/17 10:00,BR,110.22,Checkout,EU,PIX,Declined,51
2580,2024/4/17 11:00,US,147.07,Checkout,APAC,VISA,Approved,
2581,2024/4/17 12:00,IN,74.2,Stripe,NA,UPI,Approved,
2582,2024/4/17 13:00,SG,72.51,Checkout,NA,MASTERCARD,Approved,
2583,2024/4/17 14:00,BR,90.16,Checkout,EU,PIX,Approved,
2584,2024/4/17 15:00,BR,218.95,Stripe,NA,PIX,Approved,
2585,2024/4/17 16:00,US,79.14,Checkout,EU,MASTERCARD,Approved,
2586,2024/4/17 17:00,US,84.54,Checkout,NA,VISA,Approved,
2587,2024/4/17 18:00,IN,382.91,Adyen,APAC,VISA,Declined,201
2588,2024/4/17 19:00,US,70.5,Stripe,EU,VISA,Approved,
2589,2024/4/17 20:00,IN,108.17,Adyen,APAC,VISA,Approved,
2590,2024/4/17 21:00,US,104.89,Checkout,NA,VISA,Approved,
2591,2024/4/17 22:00,SG,63.31,Stripe,APAC,VISA,Declined,51
2592,2024/4/17 23:00,SG,113.39,Stripe,APAC,VISA,Declined,14
2593,2024/4/18 00:00,US,22.04,Checkout,APAC,MASTERCARD,Approved,
2594,2024/4/18 01:00,BR,72.34,Adyen,EU,PIX,Approved,
2595,2024/4/18 02:00,IN,38.4,Checkout,EU,UPI,Approved,
2596,2024/4/18 03:00,SG,115.47,Stripe,EU,MASTERCARD,Approved,
2597,2024/4/18 04:00,IN,18.54,Stripe,APAC,UPI,Declined,51
2598,2024/4/18 05:00,BR,133.48,Checkout,APAC,VISA,Declined,201
2599,2024/4/18 06:00,IN,3.72,Checkout,NA,VISA,Declined,51
2600,2024/4/18 07:00,IN,110.13,Checkout,EU,UPI,Approved,
2601,2024/4/18 08:00,US,32.88,Checkout,NA,VISA,Approved,
2602,2024/4/18 09:00,IN,50.67,Adyen,APAC,VISA,Approved,
2603,2024/4/18 10:00,US,69.5,Adyen,EU,VISA,Approved,
2604,2024/4/18 11:00,BR,229.71,Adyen,NA,PIX,Declined,14
2605,2024/4/18 12:00,IN,32.52,Adyen,APAC,VISA,Approved,
2606,2024/4/18 13:00,BR,81.54,Stripe,APAC,PIX,Approved,
2607,2024/4/18 14:00,IN,188.05,Stripe,APAC,VISA,Declined,51
2608,2024/4/18 15:00,IN,84.39,Adyen,EU,UPI,Approved,
2609,2024/4/18 16:00,US,122.37,Checkout,EU,MASTERCARD,Approved,
2610,2024/4/18 17:00,IN,170.59,Stripe,NA,UPI,Approved,
2611,2024/4/18 18:00,SG,49.67,Checkout,APAC,VISA,Approved,
2612,2024/4/18 19:00,IN,54.83,Adyen,EU,VISA,Approved,
2613,2024/4/18 20:00,IN,32,Stripe,EU,UPI,Approved,
2614,2024/4/18 21:00,US,189.58,Stripe,APAC,VISA,Approved,
2615,2024/4/18 22:00,BR,253.5,Stripe,APAC,VISA,Approved,
2616,2024/4/18 23:00,IN,24.04,Stripe,NA,VISA,Approved,
2617,2024/4/19 00:00,BR,101.6,Adyen,NA,PIX,Approved,
2618,2024/4/19 01:00,IN,50.19,Stripe,NA,UPI,Approved,
2619,2024/4/19 02:00,SG,52.7,Adyen,EU,MASTERCARD,Approved,
2620,2024/4/19 03:00,BR,127.23,Stripe,EU,PIX,Declined,201
2621,2024/4/19 04:00,SG,86.8,Adyen,EU,MASTERCARD,Approved,
2622,2024/4/19 05:00,SG,118.93,Adyen,EU,VISA,Declined,201
2623,2024/4/19 06:00,BR,248.83,Checkout,EU,VISA,Approved,
2624,2024/4/19 07:00,DE,105.36,Adyen,APAC,VISA,Approved,
2625,2024/4/19 08:00,BR,130.46,Checkout,NA,PIX,Declined,59
